locations,year,month,value
Alabama,2010,M01,        11.6
Alabama,2010,M02,        11.3
Alabama,2010,M03,        10.9
Alabama,2010,M04,        10.1
Alabama,2010,M05,         9.9
Alabama,2010,M06,        10.4
Alabama,2010,M07,        10.3
Alabama,2010,M08,        10.3
Alabama,2010,M09,        10.0
Alabama,2010,M10,         9.9
Alabama,2010,M11,        10.1
Alabama,2010,M12,         9.9
Alabama,2011,M01,        10.5
Alabama,2011,M02,        10.3
Alabama,2011,M03,         9.8
Alabama,2011,M04,         9.3
Alabama,2011,M05,         9.3
Alabama,2011,M06,        10.3
Alabama,2011,M07,        10.0
Alabama,2011,M08,         9.7
Alabama,2011,M09,         9.5
Alabama,2011,M10,         9.0
Alabama,2011,M11,         8.5
Alabama,2011,M12,         8.4
Alabama,2012,M01,         9.0
Alabama,2012,M02,         8.8
Alabama,2012,M03,         8.4
Alabama,2012,M04,         7.7
Alabama,2012,M05,         7.9
Alabama,2012,M06,         8.8
Alabama,2012,M07,         8.7
Alabama,2012,M08,         8.4
Alabama,2012,M09,         7.8
Alabama,2012,M10,         7.6
Alabama,2012,M11,         7.3
Alabama,2012,M12,         7.5
Alabama,2013,M01,         8.3
Alabama,2013,M02,         8.0
Alabama,2013,M03,         7.3
Alabama,2013,M04,         6.7
Alabama,2013,M05,         6.9
Alabama,2013,M06,         7.8
Alabama,2013,M07,         7.6
Alabama,2013,M08,         7.5
Alabama,2013,M09,         7.2
Alabama,2013,M10,         7.2
Alabama,2013,M11,         6.9
Alabama,2013,M12,         6.8
Alabama,2014,M01,         7.5
Alabama,2014,M02,         7.5
Alabama,2014,M03,         7.2
Alabama,2014,M04,         6.3
Alabama,2014,M05,         6.5
Alabama,2014,M06,         7.1
Alabama,2014,M07,         7.3
Alabama,2014,M08,         7.1
Alabama,2014,M09,         6.5
Alabama,2014,M10,         6.2
Alabama,2014,M11,         6.1
Alabama,2014,M12,         5.9
Alabama,2015,M01,         6.7
Alabama,2015,M02,         6.4
Alabama,2015,M03,         6.0
Alabama,2015,M04,         5.6
Alabama,2015,M05,         5.9
Alabama,2015,M06,         6.4
Alabama,2015,M07,         6.5
Alabama,2015,M08,         6.2
Alabama,2015,M09,         5.9
Alabama,2015,M10,         5.9
Alabama,2015,M11,         5.8
Alabama,2015,M12,         5.8
Alabama,2016,M01,         6.3
Alabama,2016,M02,         6.2
Alabama,2016,M03,         5.9
Alabama,2016,M04,         5.4
Alabama,2016,M05,         5.3
Alabama,2016,M06,         6.1
Alabama,2016,M07,         6.0
Alabama,2016,M08,         5.9
Alabama,2016,M09,         5.9
Alabama,2016,M10,         5.7
Alabama,2016,M11,         5.3
Alabama,2016,M12,         5.4
Alabama,2017,M01,         6.0
Alabama,2017,M02,         5.6
Alabama,2017,M03,         4.9
Alabama,2017,M04,         4.3
Alabama,2017,M05,         4.2
Alabama,2017,M06,         4.8
Alabama,2017,M07,         4.7
Alabama,2017,M08,         4.5
Alabama,2017,M09,         4.0
Alabama,2017,M10,         3.8
Alabama,2017,M11,         3.8
Alabama,2017,M12,         3.7
Alabama,2018,M01,         4.4
Alabama,2018,M02,         4.3
Alabama,2018,M03,         4.0
Alabama,2018,M04,         3.5
Alabama,2018,M05,         3.5
Alabama,2018,M06,         4.5
Alabama,2018,M07,         4.2
Alabama,2018,M08,         4.1
Alabama,2018,M09,         3.7
Alabama,2018,M10,         3.7
Alabama,2018,M11,         3.4
Alabama,2018,M12,         3.6
Alabama,2019,M01,         4.3
Alabama,2019,M02,         3.8
Alabama,2019,M03,         3.5
Alabama,2019,M04,         2.8
Alabama,2019,M05,         2.7
Alabama,2019,M06,         3.4
Alabama,2019,M07,         3.3
Alabama,2019,M08,         3.3
Alabama,2019,M09,         2.8
Alabama,2019,M10,         2.8
Alabama,2019,M11,         2.8
Alabama,2019,M12,         2.9
Alabama,2020,M01,         3.6
Alabama,2020,M02,         3.4
Alabama,2020,M03,         3.7
Alabama,2020,M04,        13.1
Alabama,2020,M05,        10.2
Alabama,2020,M06,         8.9
Alabama,2020,M07,         8.0
Alabama,2020,M08,         6.4
Alabama,2020,M09,         6.0
Alabama,2020,M10,         4.9
Alabama,2020,M11,         4.6
Alabama,2020,M12,         4.3
Alabama,2021,M01,         4.5
Alabama,2021,M02,         4.1
Alabama,2021,M03,         3.7
Alabama,2021,M04,         3.3
Alabama,2021,M05,         3.1
Alabama,2021,M06,         4.0
Alabama,2021,M07,         3.7
Alabama,2021,M08,         3.5
Alabama,2021,M09,         2.9
Alabama,2021,M10,         2.7
Alabama,2021,M11,         2.4
Alabama,2021,M12,         2.3
Alabama,2022,M01,         3.1
Alabama,2022,M02,         2.9
Alabama,2022,M03,         2.4
Alabama,2022,M04,         2.0
Alabama,2022,M05,         2.2
Alabama,2022,M06,         3.0
Alabama,2022,M07,         2.9
Alabama,2022,M08,         2.9
Alabama,2022,M09,         2.4
Alabama,2022,M10,         2.4
Alabama,2022,M11,         2.2
Alabama,2022,M12,         2.0
Alabama,2023,M01,         2.6
Alabama,2023,M02,         2.5
Alabama,2023,M03,         2.2
Alabama,2023,M04,         1.8
Alabama,2023,M05,         2.0
Alabama,2023,M06,         2.7
Alabama,2023,M07,         2.6
Alabama,2023,M08,         2.8
Alabama,2023,M09,         2.6
Alabama,2023,M10,         2.6
Alabama,2023,M11,         2.5
Alabama,2023,M12,         2.6
Alabama,2024,M01,         3.2
Alabama,2024,M02,         3.2
Alabama,2024,M03,         2.8
Alabama,2024,M04,         2.4
Alabama,2024,M05,         2.4
Alabama,2024,M06,         3.3
Alabama,2024,M07,         3.4
Alabama,2024,M08,         3.5
Alabama,2024,M09,         3.1
Alabama,2024,M10,         3.2
Alabama,2024,M11,         3.3
Alabama,2024,M12,         3.2
Alabama,2025,M01,         3.4
Alabama,2025,M02,         3.4
Alabama,2025,M03,         3.4
Alabama,2025,M04,         2.7
Alabama,2025,M05,         2.8
Alabama,2025,M06,         3.0
Alaska,2010,M01,         9.2
Alaska,2010,M02,         9.5
Alaska,2010,M03,         9.3
Alaska,2010,M04,         8.4
Alaska,2010,M05,         7.9
Alaska,2010,M06,         7.8
Alaska,2010,M07,         7.1
Alaska,2010,M08,         6.8
Alaska,2010,M09,         7.0
Alaska,2010,M10,         7.3
Alaska,2010,M11,         8.0
Alaska,2010,M12,         8.2
Alaska,2011,M01,         8.8
Alaska,2011,M02,         8.7
Alaska,2011,M03,         8.4
Alaska,2011,M04,         7.9
Alaska,2011,M05,         7.5
Alaska,2011,M06,         7.7
Alaska,2011,M07,         6.9
Alaska,2011,M08,         6.5
Alaska,2011,M09,         6.8
Alaska,2011,M10,         7.0
Alaska,2011,M11,         7.5
Alaska,2011,M12,         7.8
Alaska,2012,M01,         8.2
Alaska,2012,M02,         8.2
Alaska,2012,M03,         7.9
Alaska,2012,M04,         7.3
Alaska,2012,M05,         7.1
Alaska,2012,M06,         7.3
Alaska,2012,M07,         6.7
Alaska,2012,M08,         6.1
Alaska,2012,M09,         6.1
Alaska,2012,M10,         6.3
Alaska,2012,M11,         6.9
Alaska,2012,M12,         7.3
Alaska,2013,M01,         8.2
Alaska,2013,M02,         7.8
Alaska,2013,M03,         7.4
Alaska,2013,M04,         7.0
Alaska,2013,M05,         6.8
Alaska,2013,M06,         7.1
Alaska,2013,M07,         6.3
Alaska,2013,M08,         5.9
Alaska,2013,M09,         6.1
Alaska,2013,M10,         6.7
Alaska,2013,M11,         6.9
Alaska,2013,M12,         6.9
Alaska,2014,M01,         7.7
Alaska,2014,M02,         8.0
Alaska,2014,M03,         7.7
Alaska,2014,M04,         6.9
Alaska,2014,M05,         6.6
Alaska,2014,M06,         6.8
Alaska,2014,M07,         6.3
Alaska,2014,M08,         6.0
Alaska,2014,M09,         6.0
Alaska,2014,M10,         6.0
Alaska,2014,M11,         6.5
Alaska,2014,M12,         6.4
Alaska,2015,M01,         7.1
Alaska,2015,M02,         7.2
Alaska,2015,M03,         6.9
Alaska,2015,M04,         6.5
Alaska,2015,M05,         6.3
Alaska,2015,M06,         6.3
Alaska,2015,M07,         5.6
Alaska,2015,M08,         5.2
Alaska,2015,M09,         5.5
Alaska,2015,M10,         6.0
Alaska,2015,M11,         6.4
Alaska,2015,M12,         6.7
Alaska,2016,M01,         7.1
Alaska,2016,M02,         7.4
Alaska,2016,M03,         7.2
Alaska,2016,M04,         6.9
Alaska,2016,M05,         6.4
Alaska,2016,M06,         6.7
Alaska,2016,M07,         6.1
Alaska,2016,M08,         5.7
Alaska,2016,M09,         6.2
Alaska,2016,M10,         6.3
Alaska,2016,M11,         6.6
Alaska,2016,M12,         6.8
Alaska,2017,M01,         7.6
Alaska,2017,M02,         7.5
Alaska,2017,M03,         7.2
Alaska,2017,M04,         6.8
Alaska,2017,M05,         6.4
Alaska,2017,M06,         6.6
Alaska,2017,M07,         6.1
Alaska,2017,M08,         5.9
Alaska,2017,M09,         5.9
Alaska,2017,M10,         6.0
Alaska,2017,M11,         6.5
Alaska,2017,M12,         6.8
Alaska,2018,M01,         7.4
Alaska,2018,M02,         7.3
Alaska,2018,M03,         6.8
Alaska,2018,M04,         6.5
Alaska,2018,M05,         5.8
Alaska,2018,M06,         6.2
Alaska,2018,M07,         5.3
Alaska,2018,M08,         5.0
Alaska,2018,M09,         5.1
Alaska,2018,M10,         5.4
Alaska,2018,M11,         5.9
Alaska,2018,M12,         6.3
Alaska,2019,M01,         7.2
Alaska,2019,M02,         6.7
Alaska,2019,M03,         6.5
Alaska,2019,M04,         5.7
Alaska,2019,M05,         5.5
Alaska,2019,M06,         5.7
Alaska,2019,M07,         5.2
Alaska,2019,M08,         4.8
Alaska,2019,M09,         4.7
Alaska,2019,M10,         4.8
Alaska,2019,M11,         5.3
Alaska,2019,M12,         5.4
Alaska,2020,M01,         5.9
Alaska,2020,M02,         5.6
Alaska,2020,M03,         6.9
Alaska,2020,M04,        11.8
Alaska,2020,M05,        12.0
Alaska,2020,M06,        11.2
Alaska,2020,M07,        10.4
Alaska,2020,M08,         7.2
Alaska,2020,M09,         7.3
Alaska,2020,M10,         6.7
Alaska,2020,M11,         7.2
Alaska,2020,M12,         7.2
Alaska,2021,M01,         7.5
Alaska,2021,M02,         7.8
Alaska,2021,M03,         7.7
Alaska,2021,M04,         7.5
Alaska,2021,M05,         6.8
Alaska,2021,M06,         7.0
Alaska,2021,M07,         5.9
Alaska,2021,M08,         5.1
Alaska,2021,M09,         5.2
Alaska,2021,M10,         5.2
Alaska,2021,M11,         5.4
Alaska,2021,M12,         5.3
Alaska,2022,M01,         6.1
Alaska,2022,M02,         5.7
Alaska,2022,M03,         5.0
Alaska,2022,M04,         4.5
Alaska,2022,M05,         4.1
Alaska,2022,M06,         4.3
Alaska,2022,M07,         3.6
Alaska,2022,M08,         3.0
Alaska,2022,M09,         3.2
Alaska,2022,M10,         3.6
Alaska,2022,M11,         4.1
Alaska,2022,M12,         4.0
Alaska,2023,M01,         4.7
Alaska,2023,M02,         4.8
Alaska,2023,M03,         4.4
Alaska,2023,M04,         4.0
Alaska,2023,M05,         4.0
Alaska,2023,M06,         4.4
Alaska,2023,M07,         3.7
Alaska,2023,M08,         3.7
Alaska,2023,M09,         3.9
Alaska,2023,M10,         4.1
Alaska,2023,M11,         4.4
Alaska,2023,M12,         4.6
Alaska,2024,M01,         5.1
Alaska,2024,M02,         5.3
Alaska,2024,M03,         4.8
Alaska,2024,M04,         4.5
Alaska,2024,M05,         4.3
Alaska,2024,M06,         4.9
Alaska,2024,M07,         4.4
Alaska,2024,M08,         4.1
Alaska,2024,M09,         4.0
Alaska,2024,M10,         4.4
Alaska,2024,M11,         4.9
Alaska,2024,M12,         4.7
Alaska,2025,M01,         5.4
Alaska,2025,M02,         5.4
Alaska,2025,M03,         4.9
Alaska,2025,M04,         4.7
Alaska,2025,M05,         4.5
Alaska,2025,M06,         5.2
Arizona,2010,M01,        10.9
Arizona,2010,M02,        10.7
Arizona,2010,M03,        10.4
Arizona,2010,M04,        10.1
Arizona,2010,M05,        10.2
Arizona,2010,M06,        10.6
Arizona,2010,M07,        10.9
Arizona,2010,M08,        10.7
Arizona,2010,M09,        10.3
Arizona,2010,M10,        10.0
Arizona,2010,M11,        10.0
Arizona,2010,M12,         9.6
Arizona,2011,M01,        10.2
Arizona,2011,M02,         9.7
Arizona,2011,M03,         9.3
Arizona,2011,M04,         9.1
Arizona,2011,M05,         9.0
Arizona,2011,M06,        10.4
Arizona,2011,M07,        10.3
Arizona,2011,M08,         9.9
Arizona,2011,M09,         9.5
Arizona,2011,M10,         9.3
Arizona,2011,M11,         8.6
Arizona,2011,M12,         8.6
Arizona,2012,M01,         8.9
Arizona,2012,M02,         8.6
Arizona,2012,M03,         8.2
Arizona,2012,M04,         7.9
Arizona,2012,M05,         8.3
Arizona,2012,M06,         8.9
Arizona,2012,M07,         9.3
Arizona,2012,M08,         8.8
Arizona,2012,M09,         8.2
Arizona,2012,M10,         8.1
Arizona,2012,M11,         7.7
Arizona,2012,M12,         7.9
Arizona,2013,M01,         8.4
Arizona,2013,M02,         7.9
Arizona,2013,M03,         7.6
Arizona,2013,M04,         7.5
Arizona,2013,M05,         7.7
Arizona,2013,M06,         8.5
Arizona,2013,M07,         8.5
Arizona,2013,M08,         8.3
Arizona,2013,M09,         7.9
Arizona,2013,M10,         7.7
Arizona,2013,M11,         7.1
Arizona,2013,M12,         7.0
Arizona,2014,M01,         7.2
Arizona,2014,M02,         7.0
Arizona,2014,M03,         6.9
Arizona,2014,M04,         6.2
Arizona,2014,M05,         6.7
Arizona,2014,M06,         7.2
Arizona,2014,M07,         7.5
Arizona,2014,M08,         7.3
Arizona,2014,M09,         6.8
Arizona,2014,M10,         6.6
Arizona,2014,M11,         6.4
Arizona,2014,M12,         6.1
Arizona,2015,M01,         6.5
Arizona,2015,M02,         6.1
Arizona,2015,M03,         5.8
Arizona,2015,M04,         5.9
Arizona,2015,M05,         6.0
Arizona,2015,M06,         6.5
Arizona,2015,M07,         6.8
Arizona,2015,M08,         6.5
Arizona,2015,M09,         6.1
Arizona,2015,M10,         6.0
Arizona,2015,M11,         5.7
Arizona,2015,M12,         5.5
Arizona,2016,M01,         5.6
Arizona,2016,M02,         5.4
Arizona,2016,M03,         5.3
Arizona,2016,M04,         5.4
Arizona,2016,M05,         5.3
Arizona,2016,M06,         5.9
Arizona,2016,M07,         6.0
Arizona,2016,M08,         5.8
Arizona,2016,M09,         5.6
Arizona,2016,M10,         5.4
Arizona,2016,M11,         5.0
Arizona,2016,M12,         5.0
Arizona,2017,M01,         5.3
Arizona,2017,M02,         5.1
Arizona,2017,M03,         4.8
Arizona,2017,M04,         4.7
Arizona,2017,M05,         4.8
Arizona,2017,M06,         5.3
Arizona,2017,M07,         5.4
Arizona,2017,M08,         5.3
Arizona,2017,M09,         4.9
Arizona,2017,M10,         4.6
Arizona,2017,M11,         4.6
Arizona,2017,M12,         4.6
Arizona,2018,M01,         5.0
Arizona,2018,M02,         4.8
Arizona,2018,M03,         4.5
Arizona,2018,M04,         4.5
Arizona,2018,M05,         4.4
Arizona,2018,M06,         5.2
Arizona,2018,M07,         5.2
Arizona,2018,M08,         5.1
Arizona,2018,M09,         4.8
Arizona,2018,M10,         4.7
Arizona,2018,M11,         4.6
Arizona,2018,M12,         4.9
Arizona,2019,M01,         5.3
Arizona,2019,M02,         4.8
Arizona,2019,M03,         4.7
Arizona,2019,M04,         4.5
Arizona,2019,M05,         4.7
Arizona,2019,M06,         5.2
Arizona,2019,M07,         5.4
Arizona,2019,M08,         5.1
Arizona,2019,M09,         4.6
Arizona,2019,M10,         4.6
Arizona,2019,M11,         4.4
Arizona,2019,M12,         4.3
Arizona,2020,M01,         4.7
Arizona,2020,M02,         4.5
Arizona,2020,M03,         5.3
Arizona,2020,M04,        13.2
Arizona,2020,M05,        11.2
Arizona,2020,M06,        10.2
Arizona,2020,M07,         9.9
Arizona,2020,M08,         8.1
Arizona,2020,M09,         7.5
Arizona,2020,M10,         6.6
Arizona,2020,M11,         6.3
Arizona,2020,M12,         6.3
Arizona,2021,M01,         6.4
Arizona,2021,M02,         6.2
Arizona,2021,M03,         5.7
Arizona,2021,M04,         5.6
Arizona,2021,M05,         5.5
Arizona,2021,M06,         6.0
Arizona,2021,M07,         5.4
Arizona,2021,M08,         4.9
Arizona,2021,M09,         4.3
Arizona,2021,M10,         3.8
Arizona,2021,M11,         3.4
Arizona,2021,M12,         3.1
Arizona,2022,M01,         3.8
Arizona,2022,M02,         3.6
Arizona,2022,M03,         3.3
Arizona,2022,M04,         3.4
Arizona,2022,M05,         3.6
Arizona,2022,M06,         4.2
Arizona,2022,M07,         4.2
Arizona,2022,M08,         4.3
Arizona,2022,M09,         3.9
Arizona,2022,M10,         3.8
Arizona,2022,M11,         3.5
Arizona,2022,M12,         3.3
Arizona,2023,M01,         3.5
Arizona,2023,M02,         3.5
Arizona,2023,M03,         3.4
Arizona,2023,M04,         3.3
Arizona,2023,M05,         3.7
Arizona,2023,M06,         4.1
Arizona,2023,M07,         4.2
Arizona,2023,M08,         4.2
Arizona,2023,M09,         3.9
Arizona,2023,M10,         3.8
Arizona,2023,M11,         3.4
Arizona,2023,M12,         3.2
Arizona,2024,M01,         3.4
Arizona,2024,M02,         3.3
Arizona,2024,M03,         3.0
Arizona,2024,M04,         2.9
Arizona,2024,M05,         3.3
Arizona,2024,M06,         4.0
Arizona,2024,M07,         4.3
Arizona,2024,M08,         4.2
Arizona,2024,M09,         3.8
Arizona,2024,M10,         3.8
Arizona,2024,M11,         3.7
Arizona,2024,M12,         3.5
Arizona,2025,M01,         3.9
Arizona,2025,M02,         3.9
Arizona,2025,M03,         4.0
Arizona,2025,M04,         3.5
Arizona,2025,M05,         4.1
Arizona,2025,M06,         4.5
Arkansas,2010,M01,         8.7
Arkansas,2010,M02,         8.6
Arkansas,2010,M03,         8.1
Arkansas,2010,M04,         7.5
Arkansas,2010,M05,         7.5
Arkansas,2010,M06,         7.8
Arkansas,2010,M07,         8.1
Arkansas,2010,M08,         7.7
Arkansas,2010,M09,         7.5
Arkansas,2010,M10,         7.2
Arkansas,2010,M11,         7.6
Arkansas,2010,M12,         7.8
Arkansas,2011,M01,         8.9
Arkansas,2011,M02,         8.6
Arkansas,2011,M03,         8.0
Arkansas,2011,M04,         7.5
Arkansas,2011,M05,         7.7
Arkansas,2011,M06,         8.3
Arkansas,2011,M07,         8.3
Arkansas,2011,M08,         7.9
Arkansas,2011,M09,         7.7
Arkansas,2011,M10,         7.2
Arkansas,2011,M11,         7.1
Arkansas,2011,M12,         7.5
Arkansas,2012,M01,         8.2
Arkansas,2012,M02,         7.9
Arkansas,2012,M03,         7.3
Arkansas,2012,M04,         6.7
Arkansas,2012,M05,         7.1
Arkansas,2012,M06,         7.6
Arkansas,2012,M07,         7.9
Arkansas,2012,M08,         7.2
Arkansas,2012,M09,         6.8
Arkansas,2012,M10,         6.6
Arkansas,2012,M11,         6.5
Arkansas,2012,M12,         7.1
Arkansas,2013,M01,         8.2
Arkansas,2013,M02,         7.7
Arkansas,2013,M03,         7.1
Arkansas,2013,M04,         6.7
Arkansas,2013,M05,         7.0
Arkansas,2013,M06,         7.5
Arkansas,2013,M07,         7.5
Arkansas,2013,M08,         7.0
Arkansas,2013,M09,         6.7
Arkansas,2013,M10,         6.5
Arkansas,2013,M11,         6.3
Arkansas,2013,M12,         6.4
Arkansas,2014,M01,         7.0
Arkansas,2014,M02,         6.8
Arkansas,2014,M03,         6.3
Arkansas,2014,M04,         5.5
Arkansas,2014,M05,         5.7
Arkansas,2014,M06,         6.0
Arkansas,2014,M07,         6.4
Arkansas,2014,M08,         5.9
Arkansas,2014,M09,         5.4
Arkansas,2014,M10,         5.0
Arkansas,2014,M11,         5.1
Arkansas,2014,M12,         5.3
Arkansas,2015,M01,         6.2
Arkansas,2015,M02,         5.8
Arkansas,2015,M03,         5.4
Arkansas,2015,M04,         5.0
Arkansas,2015,M05,         5.2
Arkansas,2015,M06,         5.3
Arkansas,2015,M07,         5.4
Arkansas,2015,M08,         4.7
Arkansas,2015,M09,         4.4
Arkansas,2015,M10,         4.0
Arkansas,2015,M11,         4.0
Arkansas,2015,M12,         4.2
Arkansas,2016,M01,         4.7
Arkansas,2016,M02,         4.6
Arkansas,2016,M03,         4.1
Arkansas,2016,M04,         3.6
Arkansas,2016,M05,         3.7
Arkansas,2016,M06,         4.3
Arkansas,2016,M07,         4.4
Arkansas,2016,M08,         4.0
Arkansas,2016,M09,         3.8
Arkansas,2016,M10,         3.4
Arkansas,2016,M11,         3.4
Arkansas,2016,M12,         3.7
Arkansas,2017,M01,         4.4
Arkansas,2017,M02,         4.3
Arkansas,2017,M03,         3.7
Arkansas,2017,M04,         3.3
Arkansas,2017,M05,         3.5
Arkansas,2017,M06,         4.0
Arkansas,2017,M07,         4.2
Arkansas,2017,M08,         3.9
Arkansas,2017,M09,         3.5
Arkansas,2017,M10,         3.2
Arkansas,2017,M11,         3.3
Arkansas,2017,M12,         3.6
Arkansas,2018,M01,         4.4
Arkansas,2018,M02,         4.2
Arkansas,2018,M03,         3.8
Arkansas,2018,M04,         3.4
Arkansas,2018,M05,         3.3
Arkansas,2018,M06,         4.0
Arkansas,2018,M07,         4.0
Arkansas,2018,M08,         3.5
Arkansas,2018,M09,         3.3
Arkansas,2018,M10,         3.1
Arkansas,2018,M11,         3.1
Arkansas,2018,M12,         3.5
Arkansas,2019,M01,         4.4
Arkansas,2019,M02,         4.0
Arkansas,2019,M03,         3.5
Arkansas,2019,M04,         3.0
Arkansas,2019,M05,         3.2
Arkansas,2019,M06,         3.8
Arkansas,2019,M07,         4.1
Arkansas,2019,M08,         3.5
Arkansas,2019,M09,         3.2
Arkansas,2019,M10,         2.9
Arkansas,2019,M11,         3.0
Arkansas,2019,M12,         3.3
Arkansas,2020,M01,         4.0
Arkansas,2020,M02,         3.7
Arkansas,2020,M03,         5.3
Arkansas,2020,M04,         9.6
Arkansas,2020,M05,         8.8
Arkansas,2020,M06,         8.2
Arkansas,2020,M07,         8.1
Arkansas,2020,M08,         6.3
Arkansas,2020,M09,         5.7
Arkansas,2020,M10,         4.6
Arkansas,2020,M11,         4.5
Arkansas,2020,M12,         4.8
Arkansas,2021,M01,         5.4
Arkansas,2021,M02,         5.3
Arkansas,2021,M03,         4.7
Arkansas,2021,M04,         4.3
Arkansas,2021,M05,         4.2
Arkansas,2021,M06,         4.8
Arkansas,2021,M07,         4.5
Arkansas,2021,M08,         3.8
Arkansas,2021,M09,         3.2
Arkansas,2021,M10,         2.7
Arkansas,2021,M11,         2.6
Arkansas,2021,M12,         2.8
Arkansas,2022,M01,         3.8
Arkansas,2022,M02,         3.6
Arkansas,2022,M03,         3.1
Arkansas,2022,M04,         2.9
Arkansas,2022,M05,         3.0
Arkansas,2022,M06,         3.6
Arkansas,2022,M07,         3.7
Arkansas,2022,M08,         3.4
Arkansas,2022,M09,         3.0
Arkansas,2022,M10,         2.6
Arkansas,2022,M11,         2.6
Arkansas,2022,M12,         2.7
Arkansas,2023,M01,         3.4
Arkansas,2023,M02,         3.2
Arkansas,2023,M03,         2.9
Arkansas,2023,M04,         2.5
Arkansas,2023,M05,         2.8
Arkansas,2023,M06,         3.4
Arkansas,2023,M07,         3.6
Arkansas,2023,M08,         3.5
Arkansas,2023,M09,         3.3
Arkansas,2023,M10,         3.0
Arkansas,2023,M11,         3.0
Arkansas,2023,M12,         3.2
Arkansas,2024,M01,         3.8
Arkansas,2024,M02,         3.8
Arkansas,2024,M03,         3.4
Arkansas,2024,M04,         3.0
Arkansas,2024,M05,         3.2
Arkansas,2024,M06,         3.8
Arkansas,2024,M07,         4.0
Arkansas,2024,M08,         3.6
Arkansas,2024,M09,         3.2
Arkansas,2024,M10,         3.1
Arkansas,2024,M11,         3.3
Arkansas,2024,M12,         3.4
Arkansas,2025,M01,         3.9
Arkansas,2025,M02,         4.2
Arkansas,2025,M03,         3.7
Arkansas,2025,M04,         3.2
Arkansas,2025,M05,         3.5
Arkansas,2025,M06,         4.2
California,2010,M01,        13.0
California,2010,M02,        12.8
California,2010,M03,        12.8
California,2010,M04,        12.1
California,2010,M05,        11.8
California,2010,M06,        12.2
California,2010,M07,        12.6
California,2010,M08,        12.4
California,2010,M09,        12.0
California,2010,M10,        11.9
California,2010,M11,        12.3
California,2010,M12,        12.1
California,2011,M01,        12.6
California,2011,M02,        12.3
California,2011,M03,        12.1
California,2011,M04,        11.5
California,2011,M05,        11.3
California,2011,M06,        12.1
California,2011,M07,        12.2
California,2011,M08,        11.9
California,2011,M09,        11.5
California,2011,M10,        11.3
California,2011,M11,        11.0
California,2011,M12,        11.0
California,2012,M01,        11.4
California,2012,M02,        11.2
California,2012,M03,        11.0
California,2012,M04,        10.3
California,2012,M05,        10.1
California,2012,M06,        10.7
California,2012,M07,        10.9
California,2012,M08,        10.5
California,2012,M09,         9.7
California,2012,M10,         9.7
California,2012,M11,         9.5
California,2012,M12,         9.7
California,2013,M01,        10.4
California,2013,M02,         9.8
California,2013,M03,         9.4
California,2013,M04,         8.8
California,2013,M05,         8.6
California,2013,M06,         9.4
California,2013,M07,         9.4
California,2013,M08,         9.1
California,2013,M09,         8.6
California,2013,M10,         8.6
California,2013,M11,         8.3
California,2013,M12,         8.0
California,2014,M01,         8.5
California,2014,M02,         8.4
California,2014,M03,         8.3
California,2014,M04,         7.3
California,2014,M05,         7.2
California,2014,M06,         7.5
California,2014,M07,         8.0
California,2014,M08,         7.7
California,2014,M09,         7.1
California,2014,M10,         7.0
California,2014,M11,         7.0
California,2014,M12,         6.7
California,2015,M01,         7.3
California,2015,M02,         6.9
California,2015,M03,         6.7
California,2015,M04,         6.2
California,2015,M05,         6.2
California,2015,M06,         6.3
California,2015,M07,         6.5
California,2015,M08,         6.1
California,2015,M09,         5.7
California,2015,M10,         5.7
California,2015,M11,         5.7
California,2015,M12,         5.6
California,2016,M01,         6.0
California,2016,M02,         5.8
California,2016,M03,         5.8
California,2016,M04,         5.4
California,2016,M05,         4.9
California,2016,M06,         5.7
California,2016,M07,         5.8
California,2016,M08,         5.7
California,2016,M09,         5.4
California,2016,M10,         5.4
California,2016,M11,         5.1
California,2016,M12,         5.2
California,2017,M01,         5.7
California,2017,M02,         5.4
California,2017,M03,         5.1
California,2017,M04,         4.7
California,2017,M05,         4.4
California,2017,M06,         4.9
California,2017,M07,         5.2
California,2017,M08,         5.1
California,2017,M09,         4.5
California,2017,M10,         4.3
California,2017,M11,         4.3
California,2017,M12,         4.3
California,2018,M01,         4.8
California,2018,M02,         4.6
California,2018,M03,         4.5
California,2018,M04,         4.1
California,2018,M05,         3.7
California,2018,M06,         4.4
California,2018,M07,         4.4
California,2018,M08,         4.4
California,2018,M09,         4.0
California,2018,M10,         4.0
California,2018,M11,         4.0
California,2018,M12,         4.2
California,2019,M01,         4.9
California,2019,M02,         4.4
California,2019,M03,         4.5
California,2019,M04,         3.8
California,2019,M05,         3.6
California,2019,M06,         4.2
California,2019,M07,         4.4
California,2019,M08,         4.2
California,2019,M09,         3.7
California,2019,M10,         3.8
California,2019,M11,         3.8
California,2019,M12,         3.9
California,2020,M01,         4.5
California,2020,M02,         4.3
California,2020,M03,         6.3
California,2020,M04,        15.7
California,2020,M05,        15.6
California,2020,M06,        13.9
California,2020,M07,        13.6
California,2020,M08,        11.8
California,2020,M09,         9.9
California,2020,M10,         8.8
California,2020,M11,         8.7
California,2020,M12,         8.9
California,2021,M01,         9.1
California,2021,M02,         8.8
California,2021,M03,         8.5
California,2021,M04,         8.3
California,2021,M05,         7.6
California,2021,M06,         8.2
California,2021,M07,         7.7
California,2021,M08,         7.3
California,2021,M09,         6.3
California,2021,M10,         5.9
California,2021,M11,         5.4
California,2021,M12,         5.0
California,2022,M01,         5.6
California,2022,M02,         5.0
